brand,model,car_name,car_category,  price  ,trim,  kilometers  ,year, vehicle_age_years ,regional_specs,doors,body_type,fuel_type,seating_capacity,transmission_type,engine_capacity_cc,horsepower,no_of_cylinders,exterior_color,interior_color,warranty,address,country,city,area_name,location_name,seller_type,lat,long
Mercedes-Benz,AMG,Mercedes-Benz Amg,Premium_sports_car,"2,499,000",AMG-GT,  -    ,2021,3,GCC Specs,2,Sports Car,Petrol,,Automatic Transmission,,700 - 799,8,Black,Black,Yes,"Al Safa 1, Al Safa, Dubai, UAE",UAE,Dubai,Al Safa,Al Safa 1,Dealer,25.1866843,55.2747053
Mercedes-Benz,SLS,Mercedes-Benz Sls,Premium_sports_car,"2,490,000",Coupe,"28,000",2014,10,GCC Specs,2,Coupe,Petrol,,Manual Transmission,,500 - 599,8,Grey,Black,Yes,"Al Safa, Dubai, UAE",UAE,Dubai,Al Safa,,Dealer,25.0786415,55.1352524
Rolls-Royce,Cullinan,Rolls-Royce Cullinan,Premium_fullsize_SUV,"1,990,000",Other,"3,000",2023,1,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,,500 - 599,12,Black,Green,Yes,"Al Safa, Dubai, UAE",UAE,Dubai,Al Safa,,Dealer,25.167737,55.231018
Ferrari,488,Ferrari 488,Premium_sports_car,"2,450,000",Other,640,2022,2,European Specs,2,Hard Top Convertible,Petrol,2,Automatic Transmission,3500 - 3999,700 - 799,8,Yellow,Unknown,No,"Al Quoz 1, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz 1,Dealer,25.1524105,55.2340999
Rolls-Royce,Wraith,Rolls-Royce Wraith,Premium_fullsized_car,"2,450,000",Special Edition,60,2023,1,GCC Specs,2,Coupe,Petrol,,Automatic Transmission,,600 - 699,12,Blue,White,Yes,"Al Quoz 1, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz 1,Dealer,25.1524105,55.2340999
Ferrari,488,Ferrari 488,Premium_sports_car,"2,450,000",Other,640,2022,2,European Specs,2,Hard Top Convertible,Petrol,2,Automatic Transmission,3500 - 3999,700 - 799,8,Yellow,Unknown,No,"Al Quoz 1, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz 1,Dealer,25.1524105,55.2340999
Rolls-Royce,Wraith,Rolls-Royce Wraith,Premium_fullsized_car,"2,450,000",Special Edition,60,2023,1,GCC Specs,2,Coupe,Petrol,,Automatic Transmission,,600 - 699,12,Blue,White,Yes,"Al Quoz 1, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz 1,Dealer,25.1524105,55.2340999
Rolls-Royce,Spectre,Rolls-Royce Spectre,Premium_fullsized_car,"2,450,000",Other,"4,000",2024, -   ,GCC Specs,2,Coupe,Electric,4,Automatic Transmission,,500 - 599,,Blue,Blue,Yes,"Al Safa, Dubai, UAE",UAE,Dubai,Al Safa,,Dealer,25.1790137,55.379422
Ferrari,488,Ferrari 488,Premium_sports_car,"2,450,000",Other,640,2022,2,European Specs,2,Hard Top Convertible,Petrol,2,Automatic Transmission,3500 - 3999,700 - 799,8,Yellow,Unknown,No,"Al Quoz 1, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz 1,Dealer,25.1524105,55.2340999
Rolls-Royce,Cullinan,Rolls-Royce Cullinan,Premium_fullsize_SUV,"1,990,000",Other,"3,000",2023,1,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,,500 - 599,12,Black,Green,Yes,"Al Safa, Dubai, UAE",UAE,Dubai,Al Safa,,Dealer,25.167737,55.231018
Rolls-Royce,Dawn,Rolls-Royce Dawn,Premium_fullsized_car,"2,299,000",Other,"10,000",2018,6,European Specs,2,Soft Top Convertible,Petrol,,Automatic Transmission,,500 - 599,12,White,Unknown,Does not apply,"Al Quoz Industrial Area 3, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,Dealer,25.1754665,55.2384739
Rolls-Royce,Dawn,Rolls-Royce Dawn,Premium_fullsized_car,"2,290,000",Standard,800,2021,3,Other,2,Soft Top Convertible,Petrol,4,Automatic Transmission,,600 - 699,12,Silver,Tan,Yes,"Dubai Marina, Dubai, UAE",UAE,Dubai,Dubai Marina,,Dealer,25.1754665,55.2384739
Ferrari,812 Superfast,Ferrari 812 Superfast,Supercar,"1,190,000",Other,"32,000",2018,6,GCC Specs,2,Hatchback,Petrol,2,Automatic Transmission,,800 - 899,12,Blue,Unknown,Yes,"Al Safa, Dubai, UAE",UAE,Dubai,Al Safa,,Dealer,25.1754665,55.2384739
Rolls-Royce,Cullinan,Rolls-Royce Cullinan,Premium_fullsize_SUV,"1,990,000",Black Badge,"13,000",2022,2,Japanese Specs,4,Crossover,Petrol,4,Automatic Transmission,4000+,500 - 599,12,White,Unknown,No,"Al Badia Residences, Dubai Festival City, Dubai, UAE",UAE,Dubai,Dubai Festival City,Al Badia Residences,Owner,25.167737,55.231018
Rolls-Royce,Cullinan,Rolls-Royce Cullinan,Premium_fullsize_SUV,"1,975,000",Black Badge,  -    ,2023,1,European Specs,5,SUV,Petrol,,Automatic Transmission,,600 - 699,12,Black,Blue,Yes,"Al Safa, Dubai, UAE",UAE,Dubai,Al Safa,,Dealer,25.167737,55.231018
Rolls-Royce,Phantom,Rolls-Royce Phantom,Premium_fullsized_car,"2,150,000",Other,100,2022,2,GCC Specs,2,Sedan,Petrol,5,Automatic Transmission,,500 - 599,12,Black,Unknown,Yes,"Al Safa, Dubai, UAE",UAE,Dubai,Al Safa,,Dealer,25.1790137,55.379422
Mercedes-Benz,V-Class,Mercedes-Benz V-Class,Compact_pick_up,"1,199,000",V 250,25,2023,1,GCC Specs,3,Van,Petrol,6,Automatic Transmission,Unknown,200 - 299,4,Black,Beige,Yes,"Al Quoz 1, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz 1,Dealer,25.217623,55.2782831
Mercedes-Benz,V-Class,Mercedes-Benz V-Class,Compact_pick_up,"1,199,000",V 250,25,2023,1,GCC Specs,3,Van,Petrol,6,Automatic Transmission,Unknown,200 - 299,4,Black,Beige,Yes,"Al Quoz 1, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz 1,Dealer,25.217623,55.2782831
Mercedes-Benz,AMG,Mercedes-Benz Amg,Premium_sports_car,"2,400,000",AMG-GT,62,2021,3,GCC Specs,2,Coupe,Petrol,,Automatic Transmission,,700 - 799,8,Silver,Black,Yes,"Al Quoz 1, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz 1,Dealer,25.1866843,55.2747053
Rolls-Royce,Cullinan,Rolls-Royce Cullinan,Premium_fullsize_SUV,"1,950,000",Black Badge,"8,500",2022,2,European Specs,5,SUV,Petrol,4,Automatic Transmission,4000+,500 - 599,12,Black,Black,No,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,Dealer,25.167737,55.231018
Mercedes-AMG,GT Black Series,Mercedes-Amg Gt Black Series,Premium_sports_car,"2,200,000",Other,88,2021,3,GCC Specs,2,Coupe,Petrol,2,Automatic Transmission,3500 - 3999,700 - 799,8,Grey,Unknown,No,"Dubai Marina, Dubai, UAE",UAE,Dubai,Dubai Marina,,Dealer,25.0786415,55.1352524
Ferrari,488 Pista Spider,Ferrari 488 Pista Spider,Premium_sports_car,"2,100,000",Other,"9,000",2020,4,GCC Specs,2,Hard Top Convertible,Petrol,2,Automatic Transmission,,700 - 799,8,Red,Unknown,Yes,"Al Safa, Dubai, UAE",UAE,Dubai,Al Safa,,Dealer,25.1524105,55.2340999
Rolls-Royce,Cullinan,Rolls-Royce Cullinan,Premium_fullsize_SUV,"1,850,000",Standard,"29,469",2023,1,GCC Specs,5,SUV,Petrol,4,Automatic Transmission,4000+,500 - 599,12,Black,Blue,Yes,"Jumeirah Village Circle (JVC), Dubai, UAE",UAE,Dubai,Jumeirah Village Circle (JVC),,Dealer,25.167737,55.231018
Mercedes-Benz,G-Class,Mercedes-Benz G-Class,Premium_fullsize_SUV,"1,850,000",Other,600,2023,1,European Specs,4,SUV,Petrol,5,Automatic Transmission,,800 - 899,8,Red,White,Yes,"Al Quoz 3, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz 3,Owner,25.167737,55.231018
Rolls-Royce,Phantom,Rolls-Royce Phantom,Premium_fullsized_car,"2,150,000",Other,100,2022,2,GCC Specs,2,Sedan,Petrol,5,Automatic Transmission,,500 - 599,12,Black,Unknown,Yes,"Al Safa, Dubai, UAE",UAE,Dubai,Al Safa,,Dealer,25.1790137,55.379422
Rolls-Royce,Cullinan,Rolls-Royce Cullinan,Premium_fullsize_SUV,"1,849,000",Other,"8,000",2022,2,European Specs,4,SUV,Petrol,,Automatic Transmission,,Unknown,,Grey,White,Does not apply,"Al Quoz Industrial Area 3, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,Dealer,25.167737,55.231018
Rolls-Royce,Cullinan,Rolls-Royce Cullinan,Premium_fullsize_SUV,"1,849,000",Standard,"24,532",2019,5,European Specs,5,SUV,Petrol,,Automatic Transmission,,600 - 699,12,Black,Blue,No,"Dubai Marina, Dubai, UAE",UAE,Dubai,Dubai Marina,,Dealer,25.167737,55.231018
Rolls-Royce,Ghost,Rolls-Royce Ghost,Premium_fullsized_car,"2,149,000",Other,"1,678",2022,2,GCC Specs,5,Sedan,Petrol,,Automatic Transmission,,500 - 599,8,Grey,Blue,Yes,"Al Safa 1, Al Safa, Dubai, UAE",UAE,Dubai,Al Safa,Al Safa 1,Dealer,25.167737,55.231018
Ferrari,488 Pista Spider,Ferrari 488 Pista Spider,Premium_sports_car,"2,090,000",Other,"3,800",2021,3,European Specs,2,Hard Top Convertible,Petrol,2,Automatic Transmission,4000+,700 - 799,8,Red,Black,Yes,"Al Quoz Industrial Area 1, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,Dealer,25.1524105,55.2340999
Lamborghini,Aventador,Lamborghini Aventador,Supercar,"1,225,000",Other,"9,396",2018,6,Japanese Specs,2,Coupe,Petrol,2,Automatic Transmission,4000+,700 - 799,12,Blue,Black,Yes,"Al Quoz Industrial Area 1, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,Certified Pre-Owned,25.1687524,55.2562974
Maserati,MC20,Maserati Mc20,Premium_sports_car,"1,999,000",Other,  -    ,2023,1,European Specs,2,Sports Car,Petrol,2,Automatic Transmission,,700 - 799,6,Yellow,Yellow,Does not apply,"Al Quoz Industrial Area 3, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,Dealer,25.1524105,55.2340999
Porsche,Carrera / 911,Porsche Carrera / 911,Premium_sports_car,"1,900,000",GT3,98,2023,1,European Specs,2,Coupe,Petrol,2,Automatic Transmission,3500 - 3999,500 - 599,6,Grey,Black,Yes,"Al Quoz 1, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz 1,Dealer,25.167737,55.231018
Mercedes-AMG,GT Black Series,Mercedes-Amg Gt Black Series,Premium_sports_car,"1,900,000",Other,97,2021,3,European Specs,2,Coupe,Petrol,,Automatic Transmission,,700 - 799,8,Black,Black,No,"Al Quoz 1, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz 1,Dealer,25.0786415,55.1352524
Rolls-Royce,Cullinan,Rolls-Royce Cullinan,Premium_fullsize_SUV,"1,849,000",Standard,"31,940",2021,3,GCC Specs,4,SUV,Petrol,4,Automatic Transmission,Unknown,500 - 599,12,Black,Unknown,Yes,"Al Quoz 1, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz 1,Dealer,25.167737,55.231018
Rolls-Royce,Phantom,Rolls-Royce Phantom,Premium_fullsized_car,"1,999,000",Standard,"9,260",2013,11,European Specs,2,Coupe,Petrol,,Automatic Transmission,,500 - 599,12,Silver,Tan,No,"Al Safa 1, Al Safa, Dubai, UAE",UAE,Dubai,Al Safa,Al Safa 1,Dealer,25.1790137,55.379422
Mercedes-Benz,G-Class,Mercedes-Benz G-Class,Premium_fullsize_SUV,"1,800,000",G 63 AMG,106,2023,1,European Specs,4,SUV,Petrol,5,Automatic Transmission,3500 - 3999,800 - 899,8,Black,Blue,No,"Al Quoz 1, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz 1,Dealer,25.167737,55.231018
Mercedes-Benz,G-Class,Mercedes-Benz G-Class,Premium_fullsize_SUV,"1,799,000",Other,93,2023,1,Other,4,SUV,Petrol,5,Automatic Transmission,4000+,800 - 899,8,Grey,Black,Yes,"Al Quoz Industrial Area 3, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,Dealer,25.167737,55.231018
Lamborghini,Urus,Lamborghini Urus,Premium_fullsize_SUV,"1,799,000",Other,  -    ,2023,1,GCC Specs,4,SUV,Petrol,5,Automatic Transmission,4000+,600 - 699,8,Yellow,Black,Yes,"Al Quoz Industrial Area 3, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,Dealer,25.167737,55.231018
Mercedes-AMG,GT Black Series,Mercedes-Amg Gt Black Series,Premium_sports_car,"1,900,000",Other,97,2021,3,European Specs,2,Coupe,Petrol,,Automatic Transmission,,700 - 799,8,Black,Black,No,"Al Quoz 1, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz 1,Dealer,25.0786415,55.1352524
Lamborghini,Urus,Lamborghini Urus,Premium_fullsize_SUV,"1,795,000",Other,"25,000",2020,4,European Specs,4,SUV,Petrol,5,Automatic Transmission,4000+,800 - 899,8,Yellow,Yellow,No,"Sheikh Zayed Road, Dubai, UAE",UAE,Dubai,Sheikh Zayed Road,,Dealer,25.167737,55.231018
Porsche,Carrera / 911,Porsche Carrera / 911,Premium_sports_car,"1,899,000",Other,"1,500",2020,4,European Specs,2,Soft Top Convertible,Petrol,2,Manual Transmission,4000+,500 - 599,6,Black,Black,Does not apply,"Al Quoz 3, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz 3,Dealer,25.167737,55.231018
Rolls-Royce,Cullinan,Rolls-Royce Cullinan,Premium_fullsize_SUV,"1,790,000",Other,"24,000",2020,4,European Specs,5,SUV,Petrol,,Automatic Transmission,,500 - 599,12,Black,Black,Yes,"Al Safa, Dubai, UAE",UAE,Dubai,Al Safa,,Dealer,25.167737,55.231018
Ferrari,296 GTS,Ferrari 296 Gts,Premium_sports_car,"1,850,000",Other,200,2024, -   ,GCC Specs,2,Hard Top Convertible,Petrol,2,Automatic Transmission,,800 - 899,6,Black,Black,Yes,"Al Safa, Dubai, UAE",UAE,Dubai,Al Safa,,Dealer,25.096326,55.1984022
Rolls-Royce,Cullinan,Rolls-Royce Cullinan,Premium_fullsize_SUV,"1,790,000",Other,"24,000",2020,4,European Specs,5,SUV,Petrol,,Automatic Transmission,,500 - 599,12,Black,Black,Yes,"Al Safa, Dubai, UAE",UAE,Dubai,Al Safa,,Dealer,25.167737,55.231018
Rolls-Royce,Cullinan,Rolls-Royce Cullinan,Premium_fullsize_SUV,"1,780,000",Black Badge,"13,500",2021,3,European Specs,4,SUV,Petrol,5,Automatic Transmission,,500 - 599,12,Other Color,Black,Yes,"Sheikh Zayed Road, Dubai, UAE",UAE,Dubai,Sheikh Zayed Road,,Dealer,25.167737,55.231018
Rolls-Royce,Cullinan,Rolls-Royce Cullinan,Premium_fullsize_SUV,"1,750,000",Black Badge,"29,000",2022,2,GCC Specs,4,SUV,Petrol,,Automatic Transmission,,500 - 599,12,Black,Tan,Yes,"Al Quoz Industrial Area 3, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,Dealer,25.167737,55.231018
Rolls-Royce,Ghost,Rolls-Royce Ghost,Premium_fullsized_car,"1,890,000",Black Badge,300,2023,1,GCC Specs,4,Sedan,Petrol,4,Automatic Transmission,,500 - 599,12,Grey,Blue,Yes,"Al Safa, Dubai, UAE",UAE,Dubai,Al Safa,,Dealer,25.167737,55.231018
Ferrari,458 Speciale,Ferrari 458 Speciale,Premium_sports_car,"1,699,000",Speciale,"23,447",2015,9,GCC Specs,2,Coupe,Petrol,2,Automatic Transmission,Unknown,600 - 699,8,Red,Unknown,No,"Al Quoz 1, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz 1,Dealer,25.1687524,55.2562974
Ferrari,296 GTS,Ferrari 296 Gts,Premium_sports_car,"1,695,000",Other,"5,781",2023,1,GCC Specs,2,Sports Car,Hybrid,2,Automatic Transmission,,800 - 899,6,Silver,Black,Yes,"Al Barsha, Dubai, UAE",UAE,Dubai,Al Barsha,,Certified Pre-Owned,25.096326,55.1984022
Rolls-Royce,Ghost,Rolls-Royce Ghost,Premium_fullsized_car,"1,790,000",Black Badge,500,2023,1,GCC Specs,4,Sedan,Petrol,,Automatic Transmission,,500 - 599,12,Red,Black,Yes,"Al Safa, Dubai, UAE",UAE,Dubai,Al Safa,,Dealer,25.167737,55.231018
Ferrari,296 GTB,Ferrari 296 Gtb,Premium_sports_car,"1,660,000",Standard,72,2024, -   ,GCC Specs,2,Coupe,Petrol,2,Automatic Transmission,,800 - 899,6,Red,Unknown,Yes,"Al Quoz 1, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz 1,Dealer,25.1687524,55.2562974
Rolls-Royce,Ghost,Rolls-Royce Ghost,Premium_fullsized_car,"1,790,000",Black Badge,500,2023,1,GCC Specs,4,Sedan,Petrol,,Automatic Transmission,,500 - 599,12,Blue,Unknown,Yes,"Al Safa, Dubai, UAE",UAE,Dubai,Al Safa,,Dealer,25.167737,55.231018
Rolls-Royce,Phantom,Rolls-Royce Phantom,Premium_fullsized_car,"1,790,000",Standard,"6,000",2021,3,Other,4,Sedan,Petrol,4,Automatic Transmission,,500 - 599,12,Grey,Black,Yes,"Al Safa, Dubai, UAE",UAE,Dubai,Al Safa,,Dealer,25.1790137,55.379422
Rolls-Royce,Ghost,Rolls-Royce Ghost,Premium_fullsized_car,"1,790,000",Black Badge,500,2023,1,GCC Specs,4,Sedan,Petrol,,Automatic Transmission,,500 - 599,12,Blue,Unknown,Yes,"Al Safa, Dubai, UAE",UAE,Dubai,Al Safa,,Dealer,25.167737,55.231018
Rolls-Royce,Phantom,Rolls-Royce Phantom,Premium_fullsized_car,"1,790,000",Standard,"6,000",2021,3,Other,4,Sedan,Petrol,4,Automatic Transmission,,500 - 599,12,Grey,Black,Yes,"Al Safa, Dubai, UAE",UAE,Dubai,Al Safa,,Dealer,25.1790137,55.379422
Ferrari,296 GTS,Ferrari 296 Gts,Premium_sports_car,"1,659,000",Other,"7,315",2023,1,GCC Specs,2,Sports Car,Hybrid,2,Automatic Transmission,,800 - 899,6,Red,Black,Yes,"Al Barsha, Dubai, UAE",UAE,Dubai,Al Barsha,,Certified Pre-Owned,25.096326,55.1984022
Ferrari,488 Pista,Ferrari 488 Pista,Premium_sports_car,"1,650,000",Other,"7,333",2020,4,GCC Specs,2,Coupe,Petrol,2,Automatic Transmission,Unknown,700 - 799,8,Yellow,Black,Yes,"Al Quoz 1, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz 1,Dealer,25.1687524,55.2562974
Rolls-Royce,Ghost,Rolls-Royce Ghost,Premium_fullsized_car,"1,750,000",Black Badge,500,2023,1,GCC Specs,2,Sedan,Petrol,4,Automatic Transmission,,500 - 599,12,Black,Blue,Yes,"Al Safa, Dubai, UAE",UAE,Dubai,Al Safa,,Dealer,25.167737,55.231018
Mercedes-AMG,GT,Mercedes-Amg Gt,Premium_sports_car,"1,650,000",Other,"6,600",2022,2,European Specs,4,Coupe,Petrol,,Automatic Transmission,,900+,8,Grey,Unknown,Does not apply,"Al Quoz Industrial Area 1, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,Dealer,25.0690625,55.1411656
Mercedes-Benz,G-Class,Mercedes-Benz G-Class,Premium_fullsize_SUV,"1,750,000",G 63 AMG,115,2022,2,European Specs,4,SUV,Petrol,5,Automatic Transmission,4000+,500 - 599,8,White,Blue,No,"Al Quoz 1, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz 1,Dealer,25.167737,55.231018
Land Rover,Range Rover,Land Rover Range Rover,Premium_fullsize_SUV,"1,700,000",Autobiography,60,2021,3,European Specs,4,SUV,Petrol,4,Automatic Transmission,4000+,500 - 599,8,White,Brown,Does not apply,"Port Saeed, Deira, Dubai, UAE",UAE,Dubai,Deira,Port Saeed,Dealer,25.266173,55.3377718
Rolls-Royce,Cullinan,Rolls-Royce Cullinan,Premium_fullsize_SUV,"1,699,000",Standard,"23,000",2021,3,European Specs,4,SUV,Petrol,,Automatic Transmission,,700 - 799,12,Black,Black,Yes,"Al Safa, Dubai, UAE",UAE,Dubai,Al Safa,,Dealer,25.167737,55.231018
Lamborghini,Urus,Lamborghini Urus,Premium_fullsize_SUV,"1,695,000",Other,100,2023,1,European Specs,5,SUV,Petrol,5,Automatic Transmission,Unknown,600 - 699,8,White,Black,No,"Al Quoz Industrial Area 1, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,Dealer,25.167737,55.231018
Lamborghini,Urus,Lamborghini Urus,Premium_fullsize_SUV,"1,690,000",Other,"2,000",2023,1,GCC Specs,4,SUV,Petrol,4,Automatic Transmission,3500 - 3999,600 - 699,8,Grey,Black,Yes,"Dubai Marina, Dubai, UAE",UAE,Dubai,Dubai Marina,,Certified Pre-Owned,25.167737,55.231018
Porsche,Carrera / 911,Porsche Carrera / 911,Premium_sports_car,"1,650,000",Other,"1,037",2019,5,European Specs,2,Coupe,Petrol,2,Automatic Transmission,3000 - 3499,600 - 699,6,Grey,Black,Yes,"Dubai Marina, Dubai, UAE",UAE,Dubai,Dubai Marina,,Dealer,25.167737,55.231018
Lamborghini,Urus,Lamborghini Urus,Premium_fullsize_SUV,"1,675,000",Standard,  -    ,2023,1,European Specs,4,SUV,Petrol,5,Automatic Transmission,,600 - 699,8,Green,Black,Yes,"Sheikh Zayed Road, Dubai, UAE",UAE,Dubai,Sheikh Zayed Road,,Dealer,25.167737,55.231018
Mercedes-Benz,G-Class,Mercedes-Benz G-Class,Premium_fullsize_SUV,"1,650,000",G 63 AMG,100,2023,1,European Specs,5,SUV,Petrol,5,Automatic Transmission,Unknown,700 - 799,8,Blue,White,No,"Al Quoz Industrial Area 1, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,Dealer,25.167737,55.231018
Mercedes-Benz,G-Class,Mercedes-Benz G-Class,Premium_fullsize_SUV,"1,650,000",G 63 AMG,  -    ,2023,1,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,,500 - 599,8,Black,Unknown,Yes,"Sheikh Zayed Road, Dubai, UAE",UAE,Dubai,Sheikh Zayed Road,,Dealer,25.167737,55.231018
Ferrari,296 GTS,Ferrari 296 Gts,Premium_sports_car,"1,649,000",Other,324,2023,1,Other,2,Hard Top Convertible,Hybrid,2,Automatic Transmission,Unknown,800 - 899,6,Black,Brown,No,"Al Quoz 1, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz 1,Dealer,25.096326,55.1984022
Ferrari,F8 Spider,Ferrari F8 Spider,Premium_sports_car,"1,649,000",,  -    ,2023,1,European Specs,2,Sports Car,Petrol,,Automatic Transmission,,700 - 799,8,Other Color,Green,Yes,"Al Safa, Dubai, UAE",UAE,Dubai,Al Safa,,Dealer,25.1524105,55.2340999
Ferrari,296 GTS,Ferrari 296 Gts,Premium_sports_car,"1,649,000",Other,  -    ,2023,1,GCC Specs,2,Hard Top Convertible,Petrol,2,Automatic Transmission,,,6,Red,Black,Yes,"Al Safa 1, Al Safa, Dubai, UAE",UAE,Dubai,Al Safa,Al Safa 1,Dealer,25.096326,55.1984022
Rolls-Royce,Ghost,Rolls-Royce Ghost,Premium_fullsized_car,"1,750,000",Black Badge,500,2023,1,GCC Specs,2,Sedan,Petrol,4,Automatic Transmission,,500 - 599,12,Black,Blue,Yes,"Al Safa, Dubai, UAE",UAE,Dubai,Al Safa,,Dealer,25.167737,55.231018
Ferrari,488,Ferrari 488,Premium_sports_car,"1,649,000",Other,"3,150",2020,4,GCC Specs,2,Coupe,Petrol,2,Automatic Transmission,,700 - 799,8,Blue,Unknown,Yes,"Al Quoz 1, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz 1,Dealer,25.1524105,55.2340999
Ferrari,488 Pista,Ferrari 488 Pista,Premium_sports_car,"1,649,000",Other,"3,150",2020,4,GCC Specs,2,Coupe,Petrol,2,Automatic Transmission,,700 - 799,8,Blue,Unknown,Yes,"Al Quoz 1, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz 1,Dealer,25.1687524,55.2562974
Porsche,Carrera / 911,Porsche Carrera / 911,Premium_sports_car,"1,600,000",Other,"3,503",2018,6,GCC Specs,2,Coupe,Petrol,2,Automatic Transmission,3500 - 3999,700 - 799,6,Red,Unknown,No,"Al Quoz 1, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz 1,Dealer,25.167737,55.231018
Rolls-Royce,Cullinan,Rolls-Royce Cullinan,Premium_fullsize_SUV,"1,650,000",Black Badge,"26,000",2020,4,European Specs,5,SUV,Petrol,,Automatic Transmission,,500 - 599,12,Grey,Blue,Yes,"Al Safa, Dubai, UAE",UAE,Dubai,Al Safa,,Dealer,25.167737,55.231018
Rolls-Royce,Phantom,Rolls-Royce Phantom,Premium_fullsized_car,"1,749,000",Standard,"24,603",2014,10,GCC Specs,2,Coupe,Petrol,,Automatic Transmission,,400 - 499,12,Grey,Unknown,No,"Al Safa, Dubai, UAE",UAE,Dubai,Al Safa,,Dealer,25.1790137,55.379422
Lamborghini,Urus,Lamborghini Urus,Premium_fullsize_SUV,"1,650,000",Standard,"26,000",2023,1,GCC Specs,4,SUV,Petrol,4,Automatic Transmission,Unknown,900+,8,Orange,Black,Yes,"Dubai, UAE",UAE,Dubai,,,Owner,25.167737,55.231018
Rolls-Royce,Cullinan,Rolls-Royce Cullinan,Premium_fullsize_SUV,"1,649,000",Black Badge,"8,000",2022,2,European Specs,4,SUV,Petrol,4,Automatic Transmission,,500 - 599,12,White,Blue,No,"Al Quoz Industrial Area 3, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,Dealer,25.167737,55.231018
Mercedes-Benz,G-Class,Mercedes-Benz G-Class,Premium_fullsize_SUV,"1,648,000",G 63 AMG,  -    ,2022,2,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,4000+,500 - 599,8,Black,Brown,Yes,"Al Quoz Industrial Area 1, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,Dealer,25.167737,55.231018
Lamborghini,Urus,Lamborghini Urus,Premium_fullsize_SUV,"1,640,000",Other,"1,400",2023,1,GCC Specs,4,SUV,Petrol,5,Automatic Transmission,4000+,600 - 699,8,White,Black,Yes,"Sheikh Zayed Road, Dubai, UAE",UAE,Dubai,Sheikh Zayed Road,,Certified Pre-Owned,25.167737,55.231018
